review_text,sentiment,department
Standard market pricing. Over the past month. For personal use.,Neutral,Price
The cost feels appropriate. For personal use. For professional work.,Neutral,Price
Price is in line with competitors. After extensive testing. Based on my experience.,Neutral,Price
Price is in line with competitors. For personal use. In real-world conditions.,Neutral,Price
Fair value relative to features. Based on my experience. Compared with competing products.,Neutral,Price
Pricing is neither cheap nor expensive. For personal use. During daily usage.,Neutral,Price
Reasonably priced product. During daily usage. Compared with competing products.,Neutral,Price
Pricing is neither cheap nor expensive. After several weeks of use. For professional work.,Neutral,Price
Standard market pricing. For personal use. In real-world conditions.,Neutral,Price
The cost feels appropriate. For personal use. For the amount paid.,Neutral,Price
The price matches expectations. During daily usage. Over the past month.,Neutral,Price
The cost feels appropriate. After extensive testing. For the amount paid.,Neutral,Price
Price is in line with competitors. In real-world conditions. Over the past month.,Neutral,Price
Fair value relative to features. In real-world conditions. For the amount paid.,Neutral,Price
Pricing is neither cheap nor expensive. For professional work. For professional work.,Neutral,Price
The price matches expectations. After extensive testing. After extensive testing.,Neutral,Price
Standard market pricing. After extensive testing. After extensive testing.,Neutral,Price
The cost seems acceptable. After extensive testing. Over the past month.,Neutral,Price
Standard market pricing. During daily usage. For personal use.,Neutral,Price
Standard market pricing. For professional work. In real-world conditions.,Neutral,Price
Average pricing for this category. After extensive testing. For personal use.,Neutral,Price
I expected more at this price point. For personal use. After several weeks of use.,Negative,Price
The price is the biggest drawback. After several weeks of use. During daily usage.,Negative,Price
Disappointing value considering the features. After extensive testing. Compared with competing products.,Negative,Price
The product should cost much less. Based on my experience. For professional work.,Negative,Price
I expected more at this price point. For professional work. During daily usage.,Negative,Price
Not worth the asking price. After extensive testing. During daily usage.,Negative,Price
I expected more at this price point. Based on my experience. After several weeks of use.,Negative,Price
The cost is difficult to justify. During daily usage. For personal use.,Negative,Price
The product should cost much less. For professional work. For the amount paid.,Negative,Price
Far too expensive for the quality offered. After several weeks of use. For personal use.,Negative,Price
I expected more at this price point. After several weeks of use. After several weeks of use.,Negative,Price
The cost is difficult to justify. Based on my experience. For professional work.,Negative,Price
Poor value for money. For professional work. Compared with competing products.,Negative,Price
Disappointing value considering the features. For personal use. Over the past month.,Negative,Price
Far too expensive for the quality offered. Based on my experience. After several weeks of use.,Negative,Price
I expected more at this price point. Based on my experience. For personal use.,Negative,Price
The cost is difficult to justify. During daily usage. After several weeks of use.,Negative,Price
The price is the biggest drawback. For professional work. Based on my experience.,Negative,Price
Disappointing value considering the features. For personal use. In real-world conditions.,Negative,Price
Overpriced compared to competitors. In real-world conditions. After several weeks of use.,Negative,Price
Far too expensive for the quality offered. After several weeks of use. In real-world conditions.,Negative,Price
I expected more at this price point. After extensive testing. After extensive testing.,Negative,Price
Overpriced compared to competitors. Compared with competing products. Based on my experience.,Negative,Price
I expected more at this price point. For professional work. For the amount paid.,Negative,Price
Poor value for money. Over the past month. During daily usage.,Negative,Price
Poor value for money. Over the past month. Based on my experience.,Negative,Price
The cost is difficult to justify. For the amount paid. After several weeks of use.,Negative,Price
